MatchID,Date,PlayerName,Team,Opponent,Position,TotalRaids,SuccessfulRaids,TotalTackles,SuccessfulTackles,RaidPoints,TacklePoints,MatchDuration,RaidSuccessRate,TackleSuccessRate,PointsScored,Injuries,YellowCards,RedCards,MatchResult,TeamPoints,OpponentPoints,MVP,DateOfBirth,PlayerAge,PlayerNationality,MatchLocation,HomeOrAway,TeamRank,WinStreak,LossStreak,PlayerExperience,TotalMatchesPlayed,IsAllRounder
342,2024-03-18,Himanshu,Tamil Thalaivas,Dabang Delhi,Raider,24,4,7,0,4,0,50,16.67,0.0,4,1,1,1,Loss,40,24,Himanshu,1996-05-03,29,Nepal,Lucknow,Away,2,0,4,3,32,False
343,2023-05-28,Sombir,Gujarat Fortunegiants,UP Yoddha,Defender,17,1,9,2,1,4,41,5.88,22.22,5,0,0,1,Loss,24,31,N/A,1996-02-17,29,India,Chandigarh,Away,2,4,0,6,22,False
344,2018-10-19,Prince,U Mumba,Dabang Delhi,Raider,12,6,6,2,6,4,42,50.0,33.33,10,2,0,0,Win,21,21,N/A,2005-01-24,20,India,Lucknow,Away,9,0,4,7,92,False
345,2024-03-16,Vijay,Dabang Delhi,Bengal Warriors,Defender,9,7,11,3,7,6,30,77.78,27.27,13,2,1,1,Loss,25,19,N/A,2005-02-04,20,India,Delhi,Home,8,0,4,4,40,False
346,2020-10-28,Sunil,Hariyana Steelers,Tamil Thalaivas,All-Rounder,25,9,5,1,9,2,34,36.0,20.0,11,0,0,0,Loss,27,16,N/A,1985-04-01,40,Sri Lanka,Patna,Away,6,4,1,12,36,False
347,2023-07-19,Amit Sheoran,Bengal Warriors,Hariyana Steelers,All-Rounder,16,13,15,8,13,16,50,81.25,53.33,29,3,0,1,Loss,27,23,N/A,1996-05-05,29,Bangladesh,Chennai,Away,8,3,3,11,20,False
348,2020-09-10,Rohit Gulia,Patna Pirates,Tamil Thalaivas,Raider,19,19,9,7,19,14,51,100.0,77.78,33,3,0,1,Win,28,30,N/A,1985-06-06,40,Bangladesh,Hyderabad,Away,3,0,5,3,24,False
349,2022-05-09,Nitin Kumar,Bengal Warriors,Dabang Delhi,All-Rounder,14,14,14,6,14,12,35,100.0,42.86,26,2,1,1,Loss,37,27,Nitin Kumar,1990-04-07,35,Sri Lanka,Ahmedabad,Away,6,0,1,9,62,False
350,2019-06-05,Anil,Gujarat Fortunegiants,UP Yoddha,All-Rounder,6,5,5,5,5,10,57,83.33,100.0,15,2,1,0,Loss,31,28,Anil,1990-07-16,34,Sri Lanka,Kolkata,Away,11,2,4,7,93,False
351,2023-11-24,Harendra,U Mumba,Telugu Titans,Defender,6,1,10,6,1,12,33,16.67,60.0,13,2,0,1,Win,27,22,N/A,1989-03-23,36,Bangladesh,Lucknow,Away,3,4,4,10,28,False
352,2020-10-10,Sachin Narwal,Gujarat Fortunegiants,U Mumba,Defender,7,1,11,7,1,14,32,14.29,63.64,15,2,0,0,Loss,30,19,N/A,1985-07-15,39,Pakistan,Delhi,Away,2,5,0,9,59,False
353,2021-01-01,Harendra,UP Yoddha,U Mumba,Raider,18,0,6,3,0,6,47,0.0,50.0,6,1,0,0,Win,28,17,Harendra,1986-02-01,39,Bangladesh,Patna,Away,12,5,0,13,91,False
354,2022-04-10,Monu,Patna Pirates,Gujarat Fortunegiants,Raider,17,9,9,5,9,10,42,52.94,55.56,19,0,1,0,Win,30,29,N/A,1994-04-09,31,India,Hyderabad,Away,5,3,2,9,74,False
355,2025-03-10,Rinku Sharma,U Mumba,Telugu Titans,Defender,24,1,14,1,1,2,34,4.17,7.14,3,1,1,1,Win,24,18,N/A,1998-05-25,27,Nepal,Chandigarh,Away,4,3,1,7,35,False
356,2022-07-01,Maninder Singh,Bengal Warriors,Telugu Titans,Raider,12,7,5,0,7,0,41,58.33,0.0,7,2,0,1,Win,22,27,Maninder Singh,1988-11-16,36,India,Delhi,Away,6,4,5,7,51,False
357,2021-10-23,Rohit Gulia,Patna Pirates,U Mumba,All-Rounder,12,7,15,13,7,26,53,58.33,86.67,33,1,0,1,Loss,36,18,N/A,2000-02-08,25,Bangladesh,Chennai,Away,5,4,3,3,98,False
358,2024-06-12,Durgesh,Telugu Titans,UP Yoddha,Raider,15,6,10,1,6,2,38,40.0,10.0,8,1,0,0,Win,39,19,Durgesh,1985-04-18,40,Nepal,Ahmedabad,Away,2,4,4,14,61,False
359,2020-04-29,Vikas Jaglan,Patna Pirates,Hariyana Steelers,Raider,22,6,15,5,6,10,42,27.27,33.33,16,1,0,0,Loss,22,25,Vikas Jaglan,2001-10-01,23,Pakistan,Ahmedabad,Away,9,1,3,12,42,False
360,2021-03-29,Ajinkya Kapre,Bengal Warriors,Tamil Thalaivas,Defender,21,9,8,8,9,16,38,42.86,100.0,25,3,0,0,Loss,37,20,N/A,2000-04-04,25,Pakistan,Ahmedabad,Away,12,2,0,12,74,False
361,2022-02-16,Siddharth Desai,Telugu Titans,Dabang Delhi,Raider,10,6,5,3,6,6,48,60.0,60.0,12,1,0,0,Win,34,23,Siddharth Desai,1986-12-21,38,Bangladesh,Bengaluru,Away,7,5,5,8,26,False
362,2022-08-16,Siddharth Desai,Telugu Titans,Dabang Delhi,Defender,22,18,9,0,18,0,37,81.82,0.0,18,0,1,1,Win,36,35,N/A,1992-10-30,32,Bangladesh,Chandigarh,Away,4,2,0,10,85,False
363,2020-01-30,Ankit Beniwal,Tamil Thalaivas,Dabang Delhi,Defender,8,3,8,5,3,10,37,37.5,62.5,13,3,1,0,Loss,20,26,Ankit Beniwal,1988-09-11,36,Sri Lanka,Ahmedabad,Away,4,2,3,9,86,False
364,2023-09-01,Mohit Nandal,Hariyana Steelers,Bengal Warriors,All-Rounder,23,23,10,5,23,10,41,100.0,50.0,33,3,1,0,Loss,30,19,Mohit Nandal,1994-11-18,30,Bangladesh,Mumbai,Away,5,3,4,6,96,False
365,2020-02-15,Sourabh Nandal,Bengal Warriors,Hariyana Steelers,Defender,9,4,8,5,4,10,32,44.44,62.5,14,3,1,1,Win,36,24,N/A,1994-09-15,30,Pakistan,Patna,Away,3,2,3,3,32,False
366,2021-03-08,Gulveer Singh,UP Yoddha,Tamil Thalaivas,All-Rounder,8,7,4,2,7,4,57,87.5,50.0,11,2,1,1,Loss,31,31,N/A,2001-10-03,23,Bangladesh,Chennai,Away,1,4,1,11,85,False
367,2025-05-15,Ashu Malik,Dabang Delhi,U Mumba,Defender,7,1,9,9,1,18,34,14.29,100.0,19,0,1,1,Loss,38,30,N/A,1985-08-04,39,Sri Lanka,Chennai,Away,4,2,1,9,58,False
368,2021-09-22,Harendra,UP Yoddha,U Mumba,All-Rounder,12,0,4,1,0,2,32,0.0,25.0,2,3,1,0,Loss,21,33,N/A,2001-04-29,24,Nepal,Hyderabad,Away,7,0,3,14,99,False
369,2019-11-17,Neeraj Narwal,Dabang Delhi,UP Yoddha,Raider,10,0,14,9,0,18,52,0.0,64.29,18,1,1,1,Loss,38,34,N/A,1986-07-17,38,Nepal,Chandigarh,Away,5,2,1,15,54,False
370,2023-12-29,Pawan Sehrawat,Telugu Titans,Tamil Thalaivas,Defender,25,24,14,3,24,6,49,96.0,21.43,30,2,0,1,Loss,23,35,N/A,1996-12-04,28,Bangladesh,Bengaluru,Away,11,1,2,7,61,False
371,2021-02-15,Neeraj Narwal,Dabang Delhi,Tamil Thalaivas,Defender,19,4,9,2,4,4,51,21.05,22.22,8,3,1,0,Loss,40,20,N/A,1993-11-11,31,Nepal,Kolkata,Away,5,4,5,4,77,False
372,2024-11-09,Amit Kumar,Gujarat Fortunegiants,Bengal Warriors,Raider,12,10,4,4,10,8,34,83.33,100.0,18,1,1,1,Win,32,34,N/A,1991-05-30,34,Sri Lanka,Hyderabad,Away,11,4,2,8,76,False
373,2021-07-07,Amit Kumar,Gujarat Fortunegiants,UP Yoddha,Defender,7,6,12,8,6,16,36,85.71,66.67,22,2,0,0,Win,29,15,Amit Kumar,2002-12-06,22,Pakistan,Bengaluru,Away,1,4,1,9,84,False
374,2021-03-14,Tushar,Jaipur Pink Panthers,Gujarat Fortunegiants,Defender,11,6,9,3,6,6,33,54.55,33.33,12,0,0,0,Loss,27,27,N/A,1995-05-26,30,Sri Lanka,Kolkata,Away,11,2,5,7,74,False
375,2024-02-27,Mohit,Telugu Titans,Bengal Warriors,Raider,23,17,10,3,17,6,55,73.91,30.0,23,1,0,1,Win,31,26,Mohit,2000-07-23,24,India,Chandigarh,Away,11,5,5,14,43,False
376,2021-07-19,Anand Tomar,Jaipur Pink Panthers,Hariyana Steelers,All-Rounder,12,9,8,1,9,2,44,75.0,12.5,11,1,1,1,Loss,39,22,N/A,2000-07-30,24,Bangladesh,Delhi,Away,2,0,2,8,62,False
377,2018-07-30,Mahendra Rajput,Gujarat Fortunegiants,Telugu Titans,Raider,14,5,4,2,5,4,48,35.71,50.0,9,1,0,1,Win,31,19,Mahendra Rajput,1991-10-21,33,Pakistan,Lucknow,Away,6,0,2,12,99,False
378,2018-09-18,M Abishek,Tamil Thalaivas,Patna Pirates,Raider,19,8,6,5,8,10,49,42.11,83.33,18,1,1,0,Win,36,22,N/A,2001-09-11,23,Pakistan,Bengaluru,Away,4,5,3,8,35,False
379,2018-02-07,Rohit Banne,Bengal Warriors,Tamil Thalaivas,All-Rounder,17,2,4,0,2,0,55,11.76,0.0,2,0,0,1,Loss,30,29,N/A,1993-05-04,32,Bangladesh,Chandigarh,Away,6,5,3,8,79,False
380,2018-06-23,Vinod Kumar,Gujarat Fortunegiants,Patna Pirates,Defender,25,23,4,2,23,4,34,92.0,50.0,27,2,0,0,Win,27,35,Vinod Kumar,2005-03-29,20,Bangladesh,Bengaluru,Away,5,3,1,10,28,False
381,2018-12-31,Tushar,U Mumba,Bengal Warriors,Defender,22,5,12,8,5,16,54,22.73,66.67,21,1,1,1,Win,38,26,N/A,2002-07-05,22,Pakistan,Kolkata,Away,8,4,2,13,29,False
382,2018-03-21,Aashish B,U Mumba,UP Yoddha,Defender,5,4,6,0,4,0,60,80.0,0.0,4,1,0,0,Loss,29,19,Aashish B,2004-10-17,20,India,Bengaluru,Away,11,1,5,10,54,False
383,2019-04-18,Rakesh Narwal,Hariyana Steelers,UP Yoddha,All-Rounder,20,20,5,4,20,8,33,100.0,80.0,28,2,0,1,Win,30,24,Rakesh Narwal,2000-03-08,25,Sri Lanka,Chandigarh,Home,8,1,5,8,93,False
384,2021-05-02,Sunil,Hariyana Steelers,Patna Pirates,All-Rounder,11,8,6,3,8,6,48,72.73,50.0,14,1,1,0,Win,26,15,N/A,1984-06-16,40,Pakistan,Ahmedabad,Away,7,4,5,12,36,False
385,2019-06-11,Meetu Sharma,Hariyana Steelers,Telugu Titans,Raider,15,9,5,5,9,10,59,60.0,100.0,19,2,0,1,Win,37,31,Meetu Sharma,2001-11-09,23,Bangladesh,Kolkata,Away,2,3,3,9,76,False
386,2019-09-05,Maninder Singh,Bengal Warriors,Telugu Titans,Defender,12,11,13,1,11,2,35,91.67,7.69,13,1,0,1,Win,25,17,N/A,2002-11-06,22,India,Patna,Away,1,5,0,3,99,False
387,2024-03-15,Rahul Chaudhari,Jaipur Pink Panthers,Telugu Titans,All-Rounder,9,0,3,0,0,0,49,0.0,0.0,0,0,1,1,Loss,38,20,N/A,1990-02-23,35,Bangladesh,Jaipur,Home,6,0,1,8,25,False
388,2020-12-30,Ankit,Patna Pirates,Jaipur Pink Panthers,All-Rounder,19,13,8,8,13,16,52,68.42,100.0,29,1,1,1,Win,26,20,Ankit,1998-01-08,27,Nepal,Kolkata,Away,10,1,1,11,80,False
389,2023-08-26,Jeeva Kumar,Tamil Thalaivas,Jaipur Pink Panthers,Raider,6,1,9,6,1,12,32,16.67,66.67,13,1,1,1,Loss,22,20,N/A,1995-12-17,29,Pakistan,Chandigarh,Away,10,0,4,14,75,False
390,2024-11-18,Prashanth Kumar Rai,Patna Pirates,Hariyana Steelers,All-Rounder,20,4,12,10,4,20,37,20.0,83.33,24,0,1,1,Win,30,18,N/A,1995-02-15,30,Pakistan,Mumbai,Away,12,5,5,3,88,False
391,2019-08-17,Arjun Patil,Bengal Warriors,U Mumba,Raider,20,7,7,4,7,8,38,35.0,57.14,15,2,0,1,Win,28,35,Arjun Patil,2004-11-19,20,Nepal,Hyderabad,Away,7,0,4,7,89,False
392,2025-05-07,Vishal Bhardwaj,Tamil Thalaivas,Hariyana Steelers,Raider,19,6,11,7,6,14,40,31.58,63.64,20,0,0,1,Win,31,18,Vishal Bhardwaj,2005-05-10,20,Bangladesh,Jaipur,Away,11,2,4,13,41,False
393,2022-04-09,Parshant Kumar,Bengal Warriors,Dabang Delhi,Raider,17,13,15,9,13,18,37,76.47,60.0,31,3,0,1,Loss,35,16,Parshant Kumar,1998-05-07,27,Pakistan,Delhi,Away,1,1,5,9,75,False
394,2021-06-23,Sumit Sangwan,UP Yoddha,Dabang Delhi,Defender,22,19,12,10,19,20,52,86.36,83.33,39,1,0,1,Loss,35,34,N/A,1987-04-16,38,Bangladesh,Patna,Away,10,5,4,11,34,False
395,2020-09-12,Vinod Kumar,Gujarat Fortunegiants,Hariyana Steelers,All-Rounder,15,12,5,5,12,10,44,80.0,100.0,22,0,0,0,Loss,23,32,Vinod Kumar,1995-02-11,30,Bangladesh,Delhi,Away,4,5,0,9,75,False
396,2025-05-20,Devank,Jaipur Pink Panthers,UP Yoddha,Raider,7,1,7,1,1,2,56,14.29,14.29,3,3,0,1,Loss,25,20,N/A,1986-07-26,38,Sri Lanka,Lucknow,Away,4,4,5,13,77,False
397,2020-10-09,Ankit,Patna Pirates,Telugu Titans,All-Rounder,13,10,11,2,10,4,59,76.92,18.18,14,0,1,1,Win,33,18,N/A,1996-09-15,28,Pakistan,Chandigarh,Away,5,1,2,10,94,False
398,2023-02-17,Rohit Banne,Bengal Warriors,Patna Pirates,Defender,7,4,12,12,4,24,52,57.14,100.0,28,0,0,1,Win,32,31,N/A,1997-11-01,27,Pakistan,Lucknow,Away,11,0,5,3,28,False
399,2022-10-08,Shankar Gadai,Gujarat Fortunegiants,U Mumba,Raider,14,10,9,5,10,10,52,71.43,55.56,20,3,0,1,Loss,36,30,Shankar Gadai,1999-01-03,26,India,Delhi,Away,10,1,0,7,47,False
400,2020-05-06,Ankit,Hariyana Steelers,Bengal Warriors,Defender,14,9,7,6,9,12,44,64.29,85.71,21,2,1,1,Loss,34,22,Ankit,2002-06-14,22,Sri Lanka,Patna,Away,12,2,0,10,64,False
401,2021-11-20,Abozar Mighani,UP Yoddha,Tamil Thalaivas,All-Rounder,6,6,4,3,6,6,31,100.0,75.0,12,0,0,1,Win,25,35,Abozar Mighani,1999-12-09,25,Bangladesh,Jaipur,Away,10,1,5,3,42,False
402,2021-03-01,Manjeet,Hariyana Steelers,Bengal Warriors,Raider,9,3,5,4,3,8,45,33.33,80.0,11,0,1,1,Win,28,19,Manjeet,1998-03-11,27,Pakistan,Jaipur,Away,9,3,5,8,35,False
403,2022-06-20,Mohit Nandal,Hariyana Steelers,Telugu Titans,All-Rounder,13,7,14,3,7,6,36,53.85,21.43,13,1,1,0,Win,22,22,Mohit Nandal,1989-01-26,36,Sri Lanka,Hyderabad,Away,12,3,5,10,58,False
404,2022-03-05,Rajesh Narwal,Hariyana Steelers,Jaipur Pink Panthers,Raider,21,2,10,2,2,4,52,9.52,20.0,6,2,0,1,Loss,32,26,Rajesh Narwal,1988-01-02,37,Pakistan,Kolkata,Away,7,3,1,13,92,False
405,2023-01-05,Akshay Bhoir,Bengal Warriors,Tamil Thalaivas,Raider,22,6,15,15,6,30,49,27.27,100.0,36,1,0,0,Win,34,30,N/A,1988-06-14,36,India,Jaipur,Away,2,0,0,5,30,False
406,2018-04-07,Vaibhav Garje,Bengal Warriors,Dabang Delhi,Raider,12,10,8,8,10,16,39,83.33,100.0,26,0,0,0,Win,35,18,Vaibhav Garje,1994-01-04,31,Sri Lanka,Mumbai,Away,6,3,3,4,84,False
407,2019-02-09,Ravinder,Patna Pirates,U Mumba,Raider,6,2,6,0,2,0,33,33.33,0.0,2,3,1,1,Win,23,22,Ravinder,1986-04-05,39,Nepal,Chennai,Away,5,1,4,3,76,False
408,2022-04-08,Dipak,Dabang Delhi,UP Yoddha,All-Rounder,23,17,8,2,17,4,37,73.91,25.0,21,2,0,1,Win,29,16,Dipak,1989-07-24,35,Bangladesh,Delhi,Home,2,2,1,7,95,False
409,2020-04-12,Prince D,Telugu Titans,Dabang Delhi,All-Rounder,6,2,10,10,2,20,58,33.33,100.0,22,2,0,0,Win,39,23,N/A,1984-06-15,40,Sri Lanka,Jaipur,Away,8,5,4,5,86,False
410,2024-10-11,Sandeep Kumar,Dabang Delhi,Tamil Thalaivas,Defender,22,22,6,5,22,10,40,100.0,83.33,32,0,0,1,Win,32,21,N/A,2001-04-02,24,Nepal,Patna,Away,5,2,4,11,64,False
411,2021-10-25,Pardeep Narwal,UP Yoddha,Jaipur Pink Panthers,Raider,6,1,15,13,1,26,51,16.67,86.67,27,3,0,0,Win,39,32,N/A,2001-08-09,23,Sri Lanka,Kolkata,Away,7,3,1,10,92,False
412,2022-04-09,Sandeep Kumar,Dabang Delhi,Hariyana Steelers,Defender,23,13,5,4,13,8,45,56.52,80.0,21,0,1,1,Loss,26,34,N/A,1993-06-01,32,India,Chennai,Away,4,5,3,3,80,False
413,2021-11-13,Tushar,U Mumba,UP Yoddha,All-Rounder,11,9,10,4,9,8,46,81.82,40.0,17,2,0,1,Loss,27,19,Tushar,1995-09-19,29,Nepal,Ahmedabad,Away,9,1,5,15,47,False
414,2019-09-06,Nitin Kumar,Bengal Warriors,UP Yoddha,Defender,18,15,11,4,15,8,36,83.33,36.36,23,0,0,1,Loss,24,21,N/A,2004-11-06,20,Nepal,Chennai,Away,2,5,4,14,68,False
415,2020-09-26,Deepak Singh,Jaipur Pink Panthers,Dabang Delhi,Defender,6,5,11,0,5,0,33,83.33,0.0,5,3,0,1,Win,30,15,Deepak Singh,2004-05-29,21,India,Hyderabad,Away,3,3,3,6,57,False
416,2018-02-21,Sahil,Hariyana Steelers,Dabang Delhi,All-Rounder,11,11,11,8,11,16,35,100.0,72.73,27,3,1,1,Loss,38,31,N/A,1995-01-26,30,Nepal,Bengaluru,Away,9,3,1,9,82,False
417,2018-01-16,Surender Gill,UP Yoddha,Tamil Thalaivas,Raider,20,12,4,2,12,4,41,60.0,50.0,16,3,1,0,Loss,31,15,Surender Gill,2001-09-14,23,Bangladesh,Chandigarh,Away,9,4,4,7,82,False
418,2024-04-05,Vikas Kandola,Hariyana Steelers,UP Yoddha,All-Rounder,19,5,5,0,5,0,45,26.32,0.0,5,1,0,0,Loss,37,26,Vikas Kandola,1997-06-02,28,Sri Lanka,Chennai,Away,12,3,1,14,54,False
419,2023-07-08,Sandeep Kandola,Telugu Titans,Tamil Thalaivas,Raider,25,25,13,3,25,6,39,100.0,23.08,31,2,1,0,Win,26,23,Sandeep Kandola,1991-09-19,33,Bangladesh,Chandigarh,Away,9,5,4,8,77,False
420,2019-10-17,Nehal Desai,U Mumba,UP Yoddha,Raider,15,10,6,6,10,12,50,66.67,100.0,22,3,0,0,Loss,34,22,N/A,1994-12-28,30,Bangladesh,Lucknow,Away,10,4,4,8,97,False
421,2023-12-20,Ashu Singh,UP Yoddha,Jaipur Pink Panthers,Defender,12,7,9,0,7,0,38,58.33,0.0,7,1,0,1,Loss,35,18,Ashu Singh,1998-07-29,26,Nepal,Patna,Away,6,2,2,15,97,False
422,2020-10-01,Arjun Patil,Bengal Warriors,Telugu Titans,Defender,20,17,4,4,17,8,37,85.0,100.0,25,1,1,1,Loss,21,27,Arjun Patil,2002-10-23,22,India,Bengaluru,Away,12,5,3,10,42,False
423,2019-06-25,Nitin,Telugu Titans,UP Yoddha,Raider,17,11,6,2,11,4,57,64.71,33.33,15,2,0,0,Loss,33,26,N/A,1998-01-27,27,Nepal,Hyderabad,Home,4,2,4,14,41,False
424,2019-01-07,Prashanth Kumar Rai,Patna Pirates,Dabang Delhi,All-Rounder,22,16,8,1,16,2,49,72.73,12.5,18,3,0,0,Loss,36,34,Prashanth Kumar Rai,1993-10-24,31,Sri Lanka,Chennai,Away,9,1,5,11,21,False
425,2020-02-08,Amit Hooda,Dabang Delhi,Bengal Warriors,Raider,13,3,6,6,3,12,48,23.08,100.0,15,0,0,1,Loss,40,25,N/A,1986-04-22,39,Bangladesh,Patna,Away,9,4,4,7,74,False
426,2025-03-09,M Abishek,Tamil Thalaivas,Telugu Titans,Raider,17,1,3,3,1,6,50,5.88,100.0,7,1,1,0,Loss,28,35,N/A,1999-05-21,26,Pakistan,Mumbai,Away,1,1,5,11,34,False
427,2022-05-17,Mohammadreza Chiyaneh,Patna Pirates,Gujarat Fortunegiants,All-Rounder,24,18,12,10,18,20,55,75.0,83.33,38,1,1,1,Win,39,29,Mohammadreza Chiyaneh,1990-08-06,34,Bangladesh,Patna,Home,12,2,1,14,21,False
428,2021-01-27,Surender Nada,Patna Pirates,Tamil Thalaivas,Raider,19,7,8,3,7,6,55,36.84,37.5,13,0,0,0,Loss,22,19,Surender Nada,2000-06-22,24,Bangladesh,Mumbai,Away,9,0,0,9,76,False
429,2022-08-14,Monu,Patna Pirates,U Mumba,All-Rounder,20,8,10,9,8,18,39,40.0,90.0,26,3,0,1,Loss,32,24,Monu,2000-11-13,24,Pakistan,Kolkata,Away,3,3,2,10,69,False
430,2024-02-21,Rinku Sharma,U Mumba,Hariyana Steelers,All-Rounder,25,25,15,5,25,10,49,100.0,33.33,35,2,0,1,Win,35,20,Rinku Sharma,2004-02-14,21,India,Chandigarh,Away,5,1,0,6,30,False
431,2024-10-13,Akash Pikalmunde,Bengal Warriors,Telugu Titans,All-Rounder,11,10,4,3,10,6,53,90.91,75.0,16,3,1,0,Win,25,28,Akash Pikalmunde,1996-10-10,28,Bangladesh,Kolkata,Home,7,2,2,3,88,False
432,2020-06-09,Vinay,Hariyana Steelers,U Mumba,Defender,6,5,15,2,5,4,34,83.33,13.33,9,1,0,1,Win,29,32,N/A,2005-02-02,20,Bangladesh,Bengaluru,Away,11,4,5,15,65,False
433,2022-08-11,Devank,Jaipur Pink Panthers,UP Yoddha,Defender,17,16,8,8,16,16,46,94.12,100.0,32,1,0,1,Win,36,17,N/A,1995-04-14,30,Pakistan,Chandigarh,Away,3,2,5,4,22,False
434,2023-12-14,Karamvir,Patna Pirates,UP Yoddha,Defender,19,4,9,0,4,0,39,21.05,0.0,4,0,0,0,Loss,40,20,Karamvir,2000-09-29,24,Sri Lanka,Lucknow,Away,2,3,1,9,66,False
435,2024-05-23,Tushar,Jaipur Pink Panthers,Tamil Thalaivas,Defender,18,12,11,4,12,8,52,66.67,36.36,20,2,1,1,Loss,26,34,Tushar,1992-08-01,32,India,Lucknow,Away,2,5,4,13,48,False
436,2022-08-11,Guman Singh,U Mumba,Telugu Titans,All-Rounder,21,12,6,0,12,0,48,57.14,0.0,12,2,0,1,Win,37,25,Guman Singh,2003-12-02,21,Sri Lanka,Jaipur,Away,10,3,5,7,26,False
437,2022-10-29,Ajith Kumar,Jaipur Pink Panthers,UP Yoddha,Defender,11,10,15,15,10,30,37,90.91,100.0,40,0,1,0,Loss,31,22,N/A,2005-02-21,20,Pakistan,Mumbai,Away,4,1,5,14,85,False
438,2019-05-02,Guman Singh,U Mumba,Patna Pirates,Defender,14,4,3,2,4,4,34,28.57,66.67,8,0,0,0,Loss,26,24,Guman Singh,1989-04-05,36,Nepal,Delhi,Away,9,4,3,6,23,False
439,2024-10-24,Siddharth,Gujarat Fortunegiants,Jaipur Pink Panthers,All-Rounder,11,7,14,14,7,28,44,63.64,100.0,35,1,1,1,Loss,27,19,N/A,1998-06-29,26,Nepal,Hyderabad,Away,4,2,1,3,24,False
440,2019-01-07,Rohit Banne,Bengal Warriors,UP Yoddha,All-Rounder,7,3,6,1,3,2,31,42.86,16.67,5,2,1,1,Loss,25,33,N/A,1998-08-08,26,India,Kolkata,Home,7,2,2,10,67,False
441,2018-11-22,Anil,Gujarat Fortunegiants,Dabang Delhi,All-Rounder,6,5,9,6,5,12,47,83.33,66.67,17,2,1,0,Loss,24,25,Anil,1987-06-19,37,Bangladesh,Ahmedabad,Home,12,5,5,6,59,False
442,2018-04-25,Ankit,Patna Pirates,Dabang Delhi,Raider,17,1,7,4,1,8,51,5.88,57.14,9,2,1,0,Loss,20,31,Ankit,2003-11-11,21,Pakistan,Lucknow,Away,7,2,2,10,82,False
443,2020-07-30,Abhijeet Malik,Jaipur Pink Panthers,Tamil Thalaivas,All-Rounder,22,22,3,2,22,4,56,100.0,66.67,26,2,1,1,Win,37,21,N/A,1986-08-16,38,Sri Lanka,Chandigarh,Away,1,3,3,12,93,False
444,2019-03-31,Amit Hooda,Dabang Delhi,Telugu Titans,All-Rounder,20,14,12,12,14,24,39,70.0,100.0,38,0,0,0,Loss,30,30,N/A,2001-10-07,23,Bangladesh,Delhi,Home,1,1,0,7,57,False
445,2021-01-02,Amit Hooda,Dabang Delhi,Hariyana Steelers,Defender,18,17,4,1,17,2,55,94.44,25.0,19,3,0,0,Win,30,20,Amit Hooda,1988-07-09,36,Nepal,Kolkata,Away,1,3,5,5,26,False
446,2018-08-30,Nitin,Telugu Titans,U Mumba,All-Rounder,19,11,14,1,11,2,35,57.89,7.14,13,2,1,0,Loss,37,23,Nitin,2004-03-14,21,Bangladesh,Patna,Away,5,3,0,7,32,False
447,2023-06-18,Ankit,Patna Pirates,UP Yoddha,All-Rounder,8,5,9,1,5,2,54,62.5,11.11,7,1,1,1,Win,35,33,N/A,1989-08-14,35,Sri Lanka,Mumbai,Away,2,5,2,8,33,False
448,2023-02-09,Abhishek Singh,Telugu Titans,Tamil Thalaivas,Raider,8,6,7,0,6,0,51,75.0,0.0,6,2,1,0,Win,36,18,Abhishek Singh,1987-04-25,38,Pakistan,Chennai,Away,3,3,5,13,74,False
449,2022-11-10,Gulveer Singh,UP Yoddha,Bengal Warriors,All-Rounder,25,25,4,4,25,8,56,100.0,100.0,33,0,1,0,Win,27,17,Gulveer Singh,1994-04-30,31,Sri Lanka,Chennai,Away,6,5,3,11,86,False
450,2024-07-22,Harsh,Hariyana Steelers,U Mumba,Raider,6,1,7,6,1,12,32,16.67,85.71,13,1,0,0,Loss,24,17,N/A,1984-07-17,40,Nepal,Jaipur,Away,8,0,5,10,70,False
451,2025-01-01,Sahul Kumar,Jaipur Pink Panthers,Patna Pirates,Defender,22,11,9,5,11,10,53,50.0,55.56,21,1,0,1,Win,37,17,N/A,1985-07-02,39,India,Patna,Away,8,4,1,15,89,False
452,2018-03-11,Siddharth Desai,Telugu Titans,U Mumba,Defender,22,12,5,5,12,10,60,54.55,100.0,22,3,0,0,Win,40,20,N/A,1999-02-10,26,Nepal,Patna,Away,3,2,2,8,98,False
453,2022-09-22,Naresh,Hariyana Steelers,UP Yoddha,All-Rounder,15,4,15,8,4,16,59,26.67,53.33,20,2,0,0,Win,28,18,N/A,1995-07-10,29,Nepal,Delhi,Away,2,4,4,14,71,False
454,2019-06-26,Ankit,Hariyana Steelers,Tamil Thalaivas,Defender,19,9,12,0,9,0,34,47.37,0.0,9,3,1,1,Win,38,16,Ankit,1988-12-31,36,Pakistan,Hyderabad,Away,3,3,3,9,93,False
455,2020-01-31,Sahil,Hariyana Steelers,Bengal Warriors,All-Rounder,16,12,9,3,12,6,49,75.0,33.33,18,3,1,1,Loss,29,19,N/A,1990-03-02,35,Sri Lanka,Jaipur,Away,4,4,3,3,56,False
456,2021-10-07,Pawan Sehrawat,Telugu Titans,UP Yoddha,Raider,9,0,9,5,0,10,45,0.0,55.56,10,0,0,0,Loss,32,35,Pawan Sehrawat,1994-05-17,31,Nepal,Patna,Away,7,0,5,3,42,False
